report_name,page,year,table_title,topic,metric_label,metric_values_text,primary_numeric_value,numeric_value_count,row_text
Perception-Survey-Report-2024,18,2024,Table 5: Perceptions by Length of Stay,perception,2 days,3 days | 4 days | 5 days | 1 day | Other | Total,3.0,4,2 days: 3 days | 4 days | 5 days | 1 day | Other | Total
Perception-Survey-Report-2024,18,2024,Table 5: Perceptions by Length of Stay,perception,Good service,680 | 542 | 112 | 34 | 68 | 94 | 1530,680.0,7,Good service: 680 | 542 | 112 | 34 | 68 | 94 | 1530
Perception-Survey-Report-2024,18,2024,Table 5: Perceptions by Length of Stay,perception,Friendly,67 | 88 | 231 | 30 | 10 | 99 | 525,67.0,7,Friendly: 67 | 88 | 231 | 30 | 10 | 99 | 525
Perception-Survey-Report-2024,18,2024,Table 5: Perceptions by Length of Stay,perception,Helpful,97 | 125 | 63 | 8 | 10 | 58 | 361,97.0,7,Helpful: 97 | 125 | 63 | 8 | 10 | 58 | 361
Perception-Survey-Report-2024,18,2024,Table 5: Perceptions by Length of Stay,perception,Beautiful,25 | 99 | 60 | 12 | 21 | 140 | 357,25.0,7,Beautiful: 25 | 99 | 60 | 12 | 21 | 140 | 357
Perception-Survey-Report-2024,18,2024,Table 5: Perceptions by Length of Stay,perception,Great,172 | 77 | 29 | 10 | 27 | 18 | 333,172.0,7,Great: 172 | 77 | 29 | 10 | 27 | 18 | 333
Perception-Survey-Report-2024,18,2024,Table 5: Perceptions by Length of Stay,perception,Enjoyable,8 | 1 | 192 | 0 | 3 | 10 | 214,8.0,7,Enjoyable: 8 | 1 | 192 | 0 | 3 | 10 | 214
Perception-Survey-Report-2024,18,2024,Table 5: Perceptions by Length of Stay,perception,Fantastic,24 | 92 | 2 | 6 | 19 | 71 | 214,24.0,7,Fantastic: 24 | 92 | 2 | 6 | 19 | 71 | 214
Perception-Survey-Report-2024,18,2024,Table 5: Perceptions by Length of Stay,perception,Nice Culture,23 | 49 | 11 | 8 | 2 | 55 | 148,23.0,7,Nice Culture: 23 | 49 | 11 | 8 | 2 | 55 | 148
Perception-Survey-Report-2024,18,2024,Table 5: Perceptions by Length of Stay,perception,Wonderful,22 | 46 | 9 | 9 | 2 | 42 | 130,22.0,7,Wonderful: 22 | 46 | 9 | 9 | 2 | 42 | 130
Perception-Survey-Report-2024,18,2024,Table 5: Perceptions by Length of Stay,perception,Amazing,20 | 15 | 6 | 3 | 0 | 20 | 64,20.0,7,Amazing: 20 | 15 | 6 | 3 | 0 | 20 | 64
Perception-Survey-Report-2024,18,2024,Table 5: Perceptions by Length of Stay,perception,Interesting,2 | 34 | 2 | 1 | 8 | 12 | 59,2.0,7,Interesting: 2 | 34 | 2 | 1 | 8 | 12 | 59
Perception-Survey-Report-2024,18,2024,Table 5: Perceptions by Length of Stay,perception,Refreshing,10 | 15 | 17 | 3 | 0 | 9 | 54,10.0,7,Refreshing: 10 | 15 | 17 | 3 | 0 | 9 | 54
Perception-Survey-Report-2024,18,2024,Table 5: Perceptions by Length of Stay,perception,Nice,0 | 0 | 0 | 53 | 0 | 0 | 53,0.0,7,Nice: 0 | 0 | 0 | 53 | 0 | 0 | 53
Perception-Survey-Report-2024,18,2024,Table 5: Perceptions by Length of Stay,perception,Peaceful,5 | 9 | 1 | 4 | 4 | 26 | 49,5.0,7,Peaceful: 5 | 9 | 1 | 4 | 4 | 26 | 49
Perception-Survey-Report-2024,18,2024,Table 5: Perceptions by Length of Stay,perception,Grateful,0 | 39 | 0 | 0 | 0 | 6 | 45,0.0,7,Grateful: 0 | 39 | 0 | 0 | 0 | 6 | 45
Perception-Survey-Report-2024,18,2024,Table 5: Perceptions by Length of Stay,perception,Awesome,16 | 0 | 0 | 0 | 4 | 0 | 20,16.0,7,Awesome: 16 | 0 | 0 | 0 | 4 | 0 | 20
Perception-Survey-Report-2024,18,2024,Table 5: Perceptions by Length of Stay,perception,Poor Signage,0 | 8 | 2 | 0 | 3 | 3 | 16,0.0,7,Poor Signage: 0 | 8 | 2 | 0 | 3 | 3 | 16
Perception-Survey-Report-2024,18,2024,Table 5: Perceptions by Length of Stay,perception,Total,1171 | 1239 | 737 | 181 | 181 | 663 | 4172,1171.0,7,Total: 1171 | 1239 | 737 | 181 | 181 | 663 | 4172
Perception-Survey-Report-2024,19,2024,Table 6: Perceptions by Country of Residence,arrivals,South Africa,40.5 | 54.1 | 61.9 | 41.1 | 27.0 | 40.7 | 18.3 | 67.1 | 100 | 33.1 | 57.1 | 50,40.5,12,South Africa: 40.5 | 54.1 | 61.9 | 41.1 | 27.0 | 40.7 | 18.3 | 67.1 | 100 | 33.1 | 57.1 | 50
Perception-Survey-Report-2024,19,2024,Table 6: Perceptions by Country of Residence,arrivals,Germany,0.0 | 4.2 | 0.2 | 2.1 | 23.4 | 26.5 | 13.3 | 3.3 | 0 | 3.4 | 0.0 | 0,0.0,12,Germany: 0.0 | 4.2 | 0.2 | 2.1 | 23.4 | 26.5 | 13.3 | 3.3 | 0 | 3.4 | 0.0 | 0
Perception-Survey-Report-2024,19,2024,Table 6: Perceptions by Country of Residence,arrivals,Swaziland,0.0 | 0.0 | 4.9 | 38.1 | 0.0 | 0.0 | 10.0 | 0.0 | 0 | 17.6 | 0.0 | 0,0.0,12,Swaziland: 0.0 | 0.0 | 4.9 | 38.1 | 0.0 | 0.0 | 10.0 | 0.0 | 0 | 17.6 | 0.0 | 0
Perception-Survey-Report-2024,19,2024,Table 6: Perceptions by Country of Residence,arrivals,Netherlands,0.0 | 2.2 | 0.7 | 0.4 | 6.3 | 12.4 | 21.9 | 1.6 | 0 | 0.0 | 0.0 | 0,0.0,12,Netherlands: 0.0 | 2.2 | 0.7 | 0.4 | 6.3 | 12.4 | 21.9 | 1.6 | 0 | 0.0 | 0.0 | 0
Perception-Survey-Report-2024,19,2024,Table 6: Perceptions by Country of Residence,arrivals,Spain,1.2 | 1.1 | 0.0 | 0.2 | 10.4 | 0.0 | 0.0 | 1.6 | 0 | 0.7 | 0.0 | 0,1.2,12,Spain: 1.2 | 1.1 | 0.0 | 0.2 | 10.4 | 0.0 | 0.0 | 1.6 | 0 | 0.7 | 0.0 | 0
Perception-Survey-Report-2024,19,2024,Table 6: Perceptions by Country of Residence,arrivals,Botswana,2.4 | 6.2 | 11.7 | 1.3 | 3.3 | 0.0 | 5.5 | 1.2 | 0 | 1.4 | 0.0 | 25,2.4,12,Botswana: 2.4 | 6.2 | 11.7 | 1.3 | 3.3 | 0.0 | 5.5 | 1.2 | 0 | 1.4 | 0.0 | 25
Perception-Survey-Report-2024,19,2024,Table 6: Perceptions by Country of Residence,arrivals,Italy,0.0 | 0.0 | 0.5 | 0.2 | 6.8 | 0.3 | 11.4 | 0.4 | 0 | 1.4 | 0.0 | 0,0.0,12,Italy: 0.0 | 0.0 | 0.5 | 0.2 | 6.8 | 0.3 | 11.4 | 0.4 | 0 | 1.4 | 0.0 | 0
Perception-Survey-Report-2024,19,2024,Table 6: Perceptions by Country of Residence,arrivals,France,23.8 | 0.6 | 1.2 | 2.3 | 5.4 | 1.1 | 1.7 | 4.9 | 0 | 0.0 | 0.0 | 0,23.8,12,France: 23.8 | 0.6 | 1.2 | 2.3 | 5.4 | 1.1 | 1.7 | 4.9 | 0 | 0.0 | 0.0 | 0
Perception-Survey-Report-2024,19,2024,Table 6: Perceptions by Country of Residence,arrivals,United Kingdom,0.0 | 4.2 | 0.2 | 3.6 | 1.8 | 5.0 | 6.4 | 3.3 | 0 | 4.7 | 8.2 | 0,0.0,12,United Kingdom: 0.0 | 4.2 | 0.2 | 3.6 | 1.8 | 5.0 | 6.4 | 3.3 | 0 | 4.7 | 8.2 | 0
Perception-Survey-Report-2024,19,2024,Table 6: Perceptions by Country of Residence,arrivals,Australia,0.0 | 2.0 | 0.0 | 0.4 | 4.9 | 2.1 | 1.9 | 0.0 | 0 | 2.7 | 10.2 | 0,0.0,12,Australia: 0.0 | 2.0 | 0.0 | 0.4 | 4.9 | 2.1 | 1.9 | 0.0 | 0 | 2.7 | 10.2 | 0
Perception-Survey-Report-2024,19,2024,Table 6: Perceptions by Country of Residence,arrivals,Others,32.1 | 25.5 | 18.7 | 10.3 | 10.8 | 11.9 | 9.7 | 16.5 | 0 | 35.1 | 24.5 | 25,32.1,12,Others: 32.1 | 25.5 | 18.7 | 10.3 | 10.8 | 11.9 | 9.7 | 16.5 | 0 | 35.1 | 24.5 | 25
Perception-Survey-Report-2024,19,2024,Table 6: Perceptions by Country of Residence,arrivals,Total,2 | 8.6 | 10.3 | 12.6 | 36.7 | 9 | 8.7 | 5.8 | 1.3 | 3.5 | 1.1 | 0.4,2.0,12,Total: 2 | 8.6 | 10.3 | 12.6 | 36.7 | 9 | 8.7 | 5.8 | 1.3 | 3.5 | 1.1 | 0.4
Visitor-Exit-Survey-2016-2017,9,2016,Country of Residence,arrivals,South Africa,"1,081,227 | 90.4%",1081227.0,2,"South Africa: 1,081,227 | 90.4%"
Visitor-Exit-Survey-2016-2017,9,2016,Country of Residence,arrivals,Zimbabwe,"20,835 | 1.7%",20835.0,2,"Zimbabwe: 20,835 | 1.7%"
Visitor-Exit-Survey-2016-2017,9,2016,Country of Residence,arrivals,USA,"10,026 | 0.8%",10026.0,2,"USA: 10,026 | 0.8%"
Visitor-Exit-Survey-2016-2017,9,2016,Country of Residence,arrivals,Botswana,"8,972 | 0.8%",8972.0,2,"Botswana: 8,972 | 0.8%"
Visitor-Exit-Survey-2016-2017,9,2016,Country of Residence,arrivals,Germany,7.955 | 0.7%,7955.0,2,Germany: 7.955 | 0.7%
Visitor-Exit-Survey-2016-2017,9,2016,Country of Residence,arrivals,Netherlands,"7,856 | 0.7%",7856.0,2,"Netherlands: 7,856 | 0.7%"
Visitor-Exit-Survey-2016-2017,9,2016,Country of Residence,arrivals,Swaziland,"5,006 | 0.4%",5006.0,2,"Swaziland: 5,006 | 0.4%"
Visitor-Exit-Survey-2016-2017,9,2016,Country of Residence,arrivals,UK,"4,970 | 0.4%",4970.0,2,"UK: 4,970 | 0.4%"
Visitor-Exit-Survey-2016-2017,9,2016,Country of Residence,arrivals,France,"1,791 | 0.1%",1791.0,2,"France: 1,791 | 0.1%"
Visitor-Exit-Survey-2016-2017,9,2016,Country of Residence,arrivals,Other,"47,576 | 4.0%",47576.0,2,"Other: 47,576 | 4.0%"
Visitor-Exit-Survey-2016-2017,9,2016,Country of Residence,arrivals,Total,"1,196,214 | 100.0%",1196214.0,2,"Total: 1,196,214 | 100.0%"
Visitor-Exit-Survey-2016-2017,10,2016,Previous Visits to Lesotho,general_tourism,Over two-thirds (70%) of all tourists had,First Visit To Lesotho No 30% Yes 70%,3070.0,1,Over two-thirds (70%) of all tourists had: First Visit To Lesotho No 30% Yes 70%
2024-Arrivals-and-Accomodations-Report,22,2024,160.3 118.3,general_tourism,160.3,118.3,118.3,1,160.3: 118.3
Visitor-Exit-Survey-2016-2017,38,2016,Leisure,general_tourism,Gauteng,52.1 | 42.8 | 62.1 | 37.5 | 49.9,52.1,5,Gauteng: 52.1 | 42.8 | 62.1 | 37.5 | 49.9
Visitor-Exit-Survey-2016-2017,38,2016,Leisure,general_tourism,The Free State,7.7 | 21.3 | 7.4 | 14.8 | 13.8,7.7,5,The Free State: 7.7 | 21.3 | 7.4 | 14.8 | 13.8
Visitor-Exit-Survey-2016-2017,38,2016,Leisure,general_tourism,KwaZulu-Natal,16.2 | 10.7 | 9.2 | 30.7 | 12.9,16.2,5,KwaZulu-Natal: 16.2 | 10.7 | 9.2 | 30.7 | 12.9
Visitor-Exit-Survey-2016-2017,38,2016,Leisure,general_tourism,The Eastern Cape,4.8 | 11.5 | 3.2 | 13.6 | 7.7,4.8,5,The Eastern Cape: 4.8 | 11.5 | 3.2 | 13.6 | 7.7
Visitor-Exit-Survey-2016-2017,38,2016,Leisure,general_tourism,The Western Cape,7.8 | 1.5 | 9.7 | 2.3 | 5.3,7.8,5,The Western Cape: 7.8 | 1.5 | 9.7 | 2.3 | 5.3
Visitor-Exit-Survey-2016-2017,38,2016,Leisure,general_tourism,North West,3.1 | 6.3 | 4.0 | 0.0 | 4.5,3.1,5,North West: 3.1 | 6.3 | 4.0 | 0.0 | 4.5
Visitor-Exit-Survey-2016-2017,38,2016,Leisure,general_tourism,Mpumalanga,2.9 | 3.3 | 2.0 | 0.0 | 2.7,2.9,5,Mpumalanga: 2.9 | 3.3 | 2.0 | 0.0 | 2.7
Visitor-Exit-Survey-2016-2017,38,2016,Leisure,general_tourism,Limpopo,3.1 | 1.5 | 1.7 | 0.0 | 1.9,3.1,5,Limpopo: 3.1 | 1.5 | 1.7 | 0.0 | 1.9
Visitor-Exit-Survey-2016-2017,38,2016,Leisure,general_tourism,The Northern Cape,2.3 | 1.2 | 0.7 | 1.1 | 1.4,2.3,5,The Northern Cape: 2.3 | 1.2 | 0.7 | 1.1 | 1.4
Visitor-Exit-Survey-2016-2017,38,2016,Leisure,general_tourism,Total,100.0 | 100.0 | 100.0 | 100.0 | 100.0,100.0,5,Total: 100.0 | 100.0 | 100.0 | 100.0 | 100.0
Visitor-Exit-Survey-2016-2017,39,2016,Yes,general_tourism,South Africa,26.0 | 74.0 | 100.0,26.0,3,South Africa: 26.0 | 74.0 | 100.0
Visitor-Exit-Survey-2016-2017,39,2016,Yes,general_tourism,Botswana,30.8 | 69.2 | 100.0,30.8,3,Botswana: 30.8 | 69.2 | 100.0
Visitor-Exit-Survey-2016-2017,39,2016,Yes,general_tourism,Netherlands,76.2 | 23.8 | 100.0,76.2,3,Netherlands: 76.2 | 23.8 | 100.0
Visitor-Exit-Survey-2016-2017,39,2016,Yes,general_tourism,Germany,81.0 | 19.0 | 100.0,81.0,3,Germany: 81.0 | 19.0 | 100.0
Visitor-Exit-Survey-2016-2017,39,2016,Yes,general_tourism,UK,62.6 | 37.4 | 100.0,62.6,3,UK: 62.6 | 37.4 | 100.0
Visitor-Exit-Survey-2016-2017,39,2016,Yes,general_tourism,France,81.4 | 18.6 | 100.0,81.4,3,France: 81.4 | 18.6 | 100.0
Visitor-Exit-Survey-2016-2017,39,2016,Yes,general_tourism,USA,68.8 | 31.2 | 100.0,68.8,3,USA: 68.8 | 31.2 | 100.0
Visitor-Exit-Survey-2016-2017,39,2016,Yes,general_tourism,Rest of Africa,49.5 | 50.5 | 100.0,49.5,3,Rest of Africa: 49.5 | 50.5 | 100.0
Visitor-Exit-Survey-2016-2017,39,2016,Yes,general_tourism,Rest of Europe,80.9 | 19.1 | 100.0,80.9,3,Rest of Europe: 80.9 | 19.1 | 100.0
Visitor-Exit-Survey-2016-2017,39,2016,Yes,general_tourism,Rest of Asia/Pacific,70.8 | 29.2 | 100.0,70.8,3,Rest of Asia/Pacific: 70.8 | 29.2 | 100.0
Visitor-Exit-Survey-2016-2017,39,2016,Yes,general_tourism,Rest of World,74.4 | 25.6 | 100.0,74.4,3,Rest of World: 74.4 | 25.6 | 100.0
Visitor-Exit-Survey-2016-2017,39,2016,Yes,general_tourism,Total,30.2 | 69.8 | 100.0,30.2,3,Total: 30.2 | 69.8 | 100.0
Visitor-Exit-Survey-2016-2017,39,2016,Yes,general_tourism,Leisure,53.8 | 46.2 | 100.0,53.8,3,Leisure: 53.8 | 46.2 | 100.0
Visitor-Exit-Survey-2016-2017,39,2016,Yes,general_tourism,VFR,14.0 | 86.0 | 100.0,14.0,3,VFR: 14.0 | 86.0 | 100.0
Visitor-Exit-Survey-2016-2017,39,2016,Yes,general_tourism,Business,32.4 | 67.6 | 100.0,32.4,3,Business: 32.4 | 67.6 | 100.0
Visitor-Exit-Survey-2016-2017,39,2016,Yes,general_tourism,Religion,10.4 | 89.6 | 100.0,10.4,3,Religion: 10.4 | 89.6 | 100.0
Visitor-Exit-Survey-2016-2017,40,2016,Yes,general_tourism,South Africa,46.7 | 53.3 | 100.0,46.7,3,South Africa: 46.7 | 53.3 | 100.0
Visitor-Exit-Survey-2016-2017,40,2016,Yes,general_tourism,Netherlands,81.9 | 18.1 | 100.0,81.9,3,Netherlands: 81.9 | 18.1 | 100.0
Visitor-Exit-Survey-2016-2017,40,2016,Yes,general_tourism,Germany,88.4 | 11.6 | 100.0,88.4,3,Germany: 88.4 | 11.6 | 100.0
Visitor-Exit-Survey-2016-2017,40,2016,Yes,general_tourism,UK,77.4 | 22.6 | 100.0,77.4,3,UK: 77.4 | 22.6 | 100.0
Visitor-Exit-Survey-2016-2017,40,2016,Yes,general_tourism,France,84.0 | 16.0 | 100.0,84.0,3,France: 84.0 | 16.0 | 100.0
Visitor-Exit-Survey-2016-2017,40,2016,Yes,general_tourism,USA,85.5 | 14.5 | 100.0,85.5,3,USA: 85.5 | 14.5 | 100.0
Visitor-Exit-Survey-2016-2017,40,2016,Yes,general_tourism,Rest of Europe,91.1 | 8.9 | 100.0,91.1,3,Rest of Europe: 91.1 | 8.9 | 100.0
Visitor-Exit-Survey-2016-2017,40,2016,Yes,general_tourism,Rest of World,82.0 | 18.0 | 100.0,82.0,3,Rest of World: 82.0 | 18.0 | 100.0
Visitor-Exit-Survey-2016-2017,40,2016,Yes,general_tourism,Total,53.8 | 46.2 | 100.0,53.8,3,Total: 53.8 | 46.2 | 100.0
Visitor-Exit-Survey-2016-2017,40,2016,Yes,general_tourism,Leisure,46.7 | 53.3 | 100.0,46.7,3,Leisure: 46.7 | 53.3 | 100.0
Visitor-Exit-Survey-2016-2017,40,2016,Yes,general_tourism,VFR,12.7 | 87.3 | 100.0,12.7,3,VFR: 12.7 | 87.3 | 100.0
Visitor-Exit-Survey-2016-2017,40,2016,Yes,general_tourism,Business,30.2 | 69.8 | 100.0,30.2,3,Business: 30.2 | 69.8 | 100.0
Visitor-Exit-Survey-2016-2017,40,2016,Yes,general_tourism,Religion,8.0 | 92.0 | 100.0,8.0,3,Religion: 8.0 | 92.0 | 100.0
Visitor-Exit-Survey-2016-2017,40,2016,Yes,general_tourism,Total,26.0 | 74.0 | 100.0,26.0,3,Total: 26.0 | 74.0 | 100.0
Visitor-Exit-Survey-2016-2017,41,2016,South Africa %,general_tourism,7+,43.3 | 30.2 | 2.2 | 9.8 | 27.4 | 7.8 | 27.9 | 31.3 | 27.7 | 20.3 | 23.7 | 42.4,43.3,12,7+: 43.3 | 30.2 | 2.2 | 9.8 | 27.4 | 7.8 | 27.9 | 31.3 | 27.7 | 20.3 | 23.7 | 42.4
Visitor-Exit-Survey-2016-2017,41,2016,South Africa %,general_tourism,Total,100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0,100.0,12,Total: 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0
2024-Arrivals-and-Accomodations-Report,25,2024,17.3 26.8,general_tourism,17.3,26.8,26.8,1,17.3: 26.8
Visitor-Exit-Survey-2016-2017,41,2016,Previous,general_tourism,7+,17.0 | 51.1 | 39.5 | 62.8 | 42.4,17.0,5,7+: 17.0 | 51.1 | 39.5 | 62.8 | 42.4
Visitor-Exit-Survey-2016-2017,41,2016,Previous,general_tourism,Total,100.0 | 100.0 | 100.0 | 100.0 | 100.0,100.0,5,Total: 100.0 | 100.0 | 100.0 | 100.0 | 100.0
Visitor-Exit-Survey-2016-2017,42,2016,Netherlands %,general_tourism,7+,17.4 | 3.4 | 0.0 | 21.4 | 10.0 | 15.8 | 4.5 | 15.9 | 17.0,17.4,9,7+: 17.4 | 3.4 | 0.0 | 21.4 | 10.0 | 15.8 | 4.5 | 15.9 | 17.0
Visitor-Exit-Survey-2016-2017,42,2016,Netherlands %,general_tourism,Total,100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0,100.0,9,Total: 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0
Visitor-Exit-Survey-2016-2017,42,2016,VFR %,general_tourism,7+,17.4 | 51.7 | 40.4 | 64.2 | 43.3,17.4,5,7+: 17.4 | 51.7 | 40.4 | 64.2 | 43.3
Visitor-Exit-Survey-2016-2017,42,2016,VFR %,general_tourism,Total,100.0 | 100.0 | 100.0 | 100.0 | 100.0,100.0,5,Total: 100.0 | 100.0 | 100.0 | 100.0 | 100.0
Visitor-Exit-Survey-2016-2017,43,2016,Leisure,general_tourism,0-11,3.3 | 2.5 | 0.2 | 0.3 | 2.7,3.3,5,0-11: 3.3 | 2.5 | 0.2 | 0.3 | 2.7
Visitor-Exit-Survey-2016-2017,43,2016,Leisure,general_tourism,12-17,1.8 | 1.0 | 0.2 | 0.0 | 1.4,1.8,5,12-17: 1.8 | 1.0 | 0.2 | 0.0 | 1.4
Visitor-Exit-Survey-2016-2017,43,2016,Leisure,general_tourism,18-24,4.1 | 3.5 | 1.8 | 1.8 | 3.7,4.1,5,18-24: 4.1 | 3.5 | 1.8 | 1.8 | 3.7
Visitor-Exit-Survey-2016-2017,43,2016,Leisure,general_tourism,25-34,13.2 | 11.6 | 11.7 | 8.8 | 12.6,13.2,5,25-34: 13.2 | 11.6 | 11.7 | 8.8 | 12.6
Visitor-Exit-Survey-2016-2017,43,2016,Leisure,general_tourism,35-44,12.9 | 18.1 | 21.9 | 8.2 | 14.6,12.9,5,35-44: 12.9 | 18.1 | 21.9 | 8.2 | 14.6
Visitor-Exit-Survey-2016-2017,43,2016,Leisure,general_tourism,45-54,11.0 | 13.3 | 18.3 | 12.5 | 12.3,11.0,5,45-54: 11.0 | 13.3 | 18.3 | 12.5 | 12.3
Visitor-Exit-Survey-2016-2017,43,2016,Leisure,general_tourism,55-64,7.3 | 5.4 | 10.5 | 10.1 | 7.5,7.3,5,55-64: 7.3 | 5.4 | 10.5 | 10.1 | 7.5
Visitor-Exit-Survey-2016-2017,43,2016,Leisure,general_tourism,65+,3.6 | 2.0 | 3.9 | 1.8 | 3.4,3.6,5,65+: 3.6 | 2.0 | 3.9 | 1.8 | 3.4
Visitor-Exit-Survey-2016-2017,43,2016,Leisure,general_tourism,All Male,57.3 | 57.5 | 68.5 | 43.6 | 58.2,57.3,5,All Male: 57.3 | 57.5 | 68.5 | 43.6 | 58.2
Visitor-Exit-Survey-2016-2017,43,2016,Leisure,general_tourism,0-11,3.0 | 1.9 | 0.3 | 0.3 | 2.4,3.0,5,0-11: 3.0 | 1.9 | 0.3 | 0.3 | 2.4
Visitor-Exit-Survey-2016-2017,43,2016,Leisure,general_tourism,12-17,1.6 | 1.7 | 0.3 | 0.0 | 1.4,1.6,5,12-17: 1.6 | 1.7 | 0.3 | 0.0 | 1.4
Visitor-Exit-Survey-2016-2017,43,2016,Leisure,general_tourism,18-24,3.5 | 2.9 | 1.9 | 1.5 | 3.2,3.5,5,18-24: 3.5 | 2.9 | 1.9 | 1.5 | 3.2
Visitor-Exit-Survey-2016-2017,43,2016,Leisure,general_tourism,25-34,10.8 | 10.5 | 9.4 | 5.5 | 10.4,10.8,5,25-34: 10.8 | 10.5 | 9.4 | 5.5 | 10.4
Visitor-Exit-Survey-2016-2017,43,2016,Leisure,general_tourism,35-44,9.0 | 10.2 | 9.6 | 14.9 | 9.4,9.0,5,35-44: 9.0 | 10.2 | 9.6 | 14.9 | 9.4
Visitor-Exit-Survey-2016-2017,43,2016,Leisure,general_tourism,45-54,6.8 | 8.2 | 6.6 | 24.1 | 7.6,6.8,5,45-54: 6.8 | 8.2 | 6.6 | 24.1 | 7.6
Visitor-Exit-Survey-2016-2017,43,2016,Leisure,general_tourism,55-64,5.5 | 4.7 | 2.5 | 7.9 | 5.1,5.5,5,55-64: 5.5 | 4.7 | 2.5 | 7.9 | 5.1
Visitor-Exit-Survey-2016-2017,43,2016,Leisure,general_tourism,65+,2.5 | 2.4 | 1.1 | 2.1 | 2.3,2.5,5,65+: 2.5 | 2.4 | 1.1 | 2.1 | 2.3
Visitor-Exit-Survey-2016-2017,43,2016,Leisure,general_tourism,All Female,42.7 | 42.5 | 31.5 | 56.4 | 41.8,42.7,5,All Female: 42.7 | 42.5 | 31.5 | 56.4 | 41.8
Visitor-Exit-Survey-2016-2017,43,2016,Leisure,general_tourism,Total,100.0 | 100.0 | 100.0 | 100.0 | 100.0,100.0,5,Total: 100.0 | 100.0 | 100.0 | 100.0 | 100.0
Visitor-Exit-Survey-2016-2017,44,2016,South Africa %,general_tourism,0-11,3.2 | 1.4 | 2.0 | 1.4 | 3.1 | 3.7 | 2.7 | 2.3 | 2.1 | 1.1 | 1.6 | 2.7,3.2,12,0-11: 3.2 | 1.4 | 2.0 | 1.4 | 3.1 | 3.7 | 2.7 | 2.3 | 2.1 | 1.1 | 1.6 | 2.7
Visitor-Exit-Survey-2016-2017,44,2016,South Africa %,general_tourism,12-17,1.8 | 1.4 | 0.8 | 1.0 | 1.7 | 1.1 | 1.9 | 0.9 | 0.5 | 1.5 | 0.0 | 1.4,1.8,12,12-17: 1.8 | 1.4 | 0.8 | 1.0 | 1.7 | 1.1 | 1.9 | 0.9 | 0.5 | 1.5 | 0.0 | 1.4
Visitor-Exit-Survey-2016-2017,44,2016,South Africa %,general_tourism,18-24,4.0 | 2.2 | 4.4 | 4.2 | 0.6 | 2.9 | 3.5 | 2.9 | 3.1 | 2.3 | 5.1 | 3.7,4.0,12,18-24: 4.0 | 2.2 | 4.4 | 4.2 | 0.6 | 2.9 | 3.5 | 2.9 | 3.1 | 2.3 | 5.1 | 3.7
Visitor-Exit-Survey-2016-2017,44,2016,South Africa %,general_tourism,25-34,11.8 | 9.8 | 11.5 | 14.6 | 6.4 | 18.1 | 13.3 | 10.1 | 15.1 | 17.9 | 20.1 | 12.6,11.8,12,25-34: 11.8 | 9.8 | 11.5 | 14.6 | 6.4 | 18.1 | 13.3 | 10.1 | 15.1 | 17.9 | 20.1 | 12.6
Visitor-Exit-Survey-2016-2017,44,2016,South Africa %,general_tourism,35-44,15.2 | 25.4 | 10.9 | 12.5 | 12.2 | 10.9 | 11.1 | 21.7 | 12.4 | 18.3 | 14.6 | 14.6,15.2,12,35-44: 15.2 | 25.4 | 10.9 | 12.5 | 12.2 | 10.9 | 11.1 | 21.7 | 12.4 | 18.3 | 14.6 | 14.6
Visitor-Exit-Survey-2016-2017,44,2016,South Africa %,general_tourism,45-54,14.1 | 12.7 | 7.3 | 11.9 | 10.0 | 8.6 | 8.8 | 15.9 | 8.9 | 8.7 | 9.1 | 12.3,14.1,12,45-54: 14.1 | 12.7 | 7.3 | 11.9 | 10.0 | 8.6 | 8.8 | 15.9 | 8.9 | 8.7 | 9.1 | 12.3
Visitor-Exit-Survey-2016-2017,44,2016,South Africa %,general_tourism,55-64,7.2 | 5.1 | 9.5 | 9.3 | 10.0 | 4.6 | 6.0 | 6.4 | 9.1 | 8.7 | 6.3 | 7.5,7.2,12,55-64: 7.2 | 5.1 | 9.5 | 9.3 | 10.0 | 4.6 | 6.0 | 6.4 | 9.1 | 8.7 | 6.3 | 7.5
Visitor-Exit-Survey-2016-2017,44,2016,South Africa %,general_tourism,65+,2.7 | 2.2 | 4.6 | 1.7 | 11.7 | 3.4 | 3.3 | 2.0 | 5.3 | 5.3 | 3.1 | 3.4,2.7,12,65+: 2.7 | 2.2 | 4.6 | 1.7 | 11.7 | 3.4 | 3.3 | 2.0 | 5.3 | 5.3 | 3.1 | 3.4
Visitor-Exit-Survey-2016-2017,44,2016,South Africa %,general_tourism,All Male,59.8 | 60.1 | 51.0 | 56.4 | 55.6 | 53.4 | 50.7 | 62.1 | 56.5 | 63.9 | 59.8 | 58.2,59.8,12,All Male: 59.8 | 60.1 | 51.0 | 56.4 | 55.6 | 53.4 | 50.7 | 62.1 | 56.5 | 63.9 | 59.8 | 58.2
